person_id,hh_id,exercise,exercise_sidewalk,exercise_open_street,exercise_plaza,exercise_park,exercise_trail,exercise_other,bike_num_days,bike_num_days_cms,bike_purpose_recreation,bike_purpose_grocery,bike_purpose_shopping,bike_purpose_medical,bike_purpose_visit_friend,bike_purpose_work,bike_purpose_work_related,bike_purpose_other,bike_purpose_appointment_cms,bike_purpose_commute_cms,bike_purpose_errands_cms,bike_purpose_recreation_cms,bike_purpose_transit_cms,bike_purpose_other_cms,bike_type_owned,bike_type_borrowed,bike_type_bike_share,bike_type_other,shopping_food_in_store,shopping_food_grocery_pick_up,shopping_food_grocery_delivery,shopping_food_restaurant_pick_up,shopping_food_restaurant_delivery,delivery_major_retailer,delivery_small_retailer,delivery_home,delivery_work,delivery_other_location,delivery_service,modes_used_household_vehicle,modes_used_other_vehicle,modes_used_tnc,modes_used_bus,modes_used_subway,modes_used_rail,modes_used_ferry,modes_used_walk,modes_used_scooter,trip_purpose_work,trip_purpose_food,trip_purpose_shopping,trip_purpose_social,trip_purpose_exercise,trip_purpose_drop_off,trip_purpose_other,mode_change_food,mode_change_errands,food_mode,errand_mode,medical_appointment,medical_telehealth,medical_other_virtual,medical_postponed,medical_none,medical_mode,modes_before_household_vehicle,modes_during_household_vehicle,modes_before_other_vehicle,modes_during_other_vehicle,modes_before_tnc,modes_during_tnc,modes_before_bus,modes_during_bus,modes_before_subway,modes_during_subway,modes_before_rail,modes_during_rail,modes_before_ferry,modes_during_ferry,modes_before_walk,modes_during_walk,modes_before_bike,modes_during_bike,modes_before_scooter,modes_during_scooter,bike_freq,bike_freq_cms,car_use,employment_before,industry_before,telework_before,employment,employment_change_laid_off,employment_change_left_job,employment_change_furloughed_with_pay,employment_change_furloughed_without_pay,employment_change_reduced_hours,employment_change_pay_cut,employment_change_pay_increased,employment_change_pay_structure,employment_change_none,essential,industry,job_type,work_mode,work_mode_cms,bus_attitude_none,bus_attitude_temperature,bus_attitude_empty_seats,bus_attitude_limit_passengers,bus_attitude_stops,bus_attitude_all,subway_attitude_none,subway_attitude_temperature,subway_attitude_empty_seats,subway_attitude_limit_passengers,subway_attitude_all,attitude_telework,attitude_walk,attitude_open_street,attitude_bike,attitude_drive,attitude_bus,attitude_grocery_delivery,attitude_grocery_pick_up,attitude_grocery_in_store,attitude_stay_home,residence_type,changed_home,changed_num_adults,changed_num_children,changed_student,changed_vehicles,changed_income,changed_other,changed_none,home_cms_zone,num_people,num_people_cms,num_people_combined,age_12_under_reported,age_13_17_reported,age_18_64_reported,age_65_over_reported,age_12_under_imputed,age_13_17_imputed,age_18_64_imputed,age_65_over_imputed,age_cms,student,student_cms,num_vehicles,num_vehicles_cms,num_vehicles_combined,income,income_cms,income_combined,num_bicycles_cms,race_american_indian_cms,race_asian_cms,race_black_cms,race_native_hawaiian_cms,race_white_cms,race_other_cms,ethnicity_cms,education_cms,gender_cms,disability_concentrating_cms,disability_dressing_cms,disability_hearing_cms,disability_mobility_cms,disability_seeing_cms,disability_walking_cms,disability_none_cms,weight
1901026601,19010266,6,1,0,1,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,6,0,2,0,3,0,0,0,0,1,1,9,9,0,0,1,0,0,995,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,5,995,2,10,4,2,0,1,0,0,1,0,0,1,0,2,995,1,995,105,995,995,995,995,995,995,4,4,3,3,4,1,1,1,3,3,2,4,2,2,1,1,1,0,0,0,0,0,0,0,Southern Bronx,995,2,2,0,0,3,0,-9999,-9999,-9999,-9999,5,995,0,995,0,0,995,2,2,0,0,1,0,0,0,0,1,6,999,999,999,999,999,999,999,999,19590.27
1901231201,19012312,0,995,995,995,995,995,995,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,995,995,0,0,0,1,0,995,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,4,5,995,1,17,5,1,0,0,0,0,0,1,0,0,0,2,995,1,995,105,3,2,2,2,2,2,995,995,995,995,995,1,2,2,2,3,3,1,3,3,2,1,0,0,0,0,0,0,0,1,Inner Queens,995,1,1,0,0,2,0,-9999,-9999,-9999,-9999,5,995,0,995,0,0,995,5,5,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,1,263.53449
1901242801,19012428,0,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,4,4,4,0,0,0,7,0,0,0,7,0,0,0,0,7,0,2,1,0,0,0,2,2,995,995,0,0,0,0,1,995,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,1,15,8,1,0,0,0,0,0,0,0,0,1,1,8,4,1,100,995,995,995,995,995,995,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,1,0,0,0,0,0,0,0,1,Northern Bronx,995,3,3,0,0,3,0,0,0,3,0,5,995,0,995,1,1,995,999,999,0,999,999,999,999,999,999,3,6,2,0,0,0,0,0,0,1,246.9012
1901281601,19012816,1,1,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,6,6,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,995,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,5,2,5,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,995,105,995,995,995,995,995,995,2,2,2,2,1,995,1,1,4,1,1,2,1,3,3,1,0,0,0,0,0,1,1,0,Inner Queens,995,3,3,0,0,3,2,-9999,-9999,-9999,-9999,6,995,0,995,1,1,2,2,2,0,1,0,0,0,1,0,997,6,2,0,0,0,0,0,0,1,280.44655
1901329201,19013292,0,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,1,0,0,2,0,3,0,2,0,1,0,6,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,2,995,995,0,0,0,0,1,995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,8,8,1,0,0,0,0,0,0,0,0,1,1,7,3,1,100,995,995,995,995,995,995,2,2,2,2,2,4,3,1,3,1,3,4,4,2,2,1,0,0,0,0,0,0,0,1,Outer Queens,995,6,6,3,0,2,2,-9999,-9999,-9999,-9999,7,995,0,995,2,2,995,3,3,4,0,0,1,0,0,0,1,5,2,0,0,0,0,0,0,1,1634.58655
1901411001,19014110,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-9999,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,1,1,2,2,0,0,0,1,0,995,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2,1,15,8,1,0,0,0,0,0,0,0,0,1,1,5,1,995,105,995,995,995,995,995,995,1,1,1,1,1,1,3,1,3,1,3,1,1,5,1,5,995,1,0,0,0,0,0,0,Outside of New York City,3,3,3,0,0,3,0,0,0,3,0,7,995,0,995,2,2,995,6,6,4,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,1,439.18044
1901435701,19014357,2,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,7,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,995,995,0,0,0,0,1,995,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,5,2,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,2,2,2,2,2,995,995,995,995,995,995,3,3,3,1,3,5,3,1,1,1,0,0,0,0,0,0,0,1,Outer Queens,995,2,2,0,0,0,1,0,0,0,2,9,995,0,995,1,1,995,999,999,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0,0,1,451.82206
1901468601,19014686,3,0,0,1,0,0,0,1,995,0,0,0,1,0,0,-9999,0,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,995,1,1,7,1,0,0,0,0,0,0,0,0,1,2,995,1,995,103,995,995,995,995,995,995,5,4,5,5,2,1,1,1,1,1,5,1,4,5,1,1,0,0,0,0,0,0,0,1,Manhattan Core,995,1,1,0,0,2,0,-9999,-9999,-9999,-9999,7,995,0,995,0,0,995,6,6,2,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,1,1200.1816
1901570201,19015702,2,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,995,995,1,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,995,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,1,1,1,995,1,1,5,1,3,3,4,2,1,1,0,0,0,0,0,0,1,0,Middle Queens,995,1,1,0,0,0,1,0,0,0,1,9,995,0,995,0,0,995,1,1,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,1,650.74836
1901792101,19017921,3,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,1,995,997,0,0,0,0,1,995,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,4,995,2,10,4,6,0,0,0,0,0,0,0,1,0,995,995,995,995,105,2,3,1,1,1,1,995,995,995,995,995,995,1,1,3,1,3,2,3,2,2,3,995,0,0,1,0,1,0,0,Inner Queens,7,6,7,1,2,3,0,1,2,4,0,4,1,1,995,0,0,1,1,1,1,999,999,999,999,999,999,2,5,1,0,0,0,0,0,0,1,2174.65077
1901804901,19018049,3,1,1,0,1,0,0,4,3,1,1,1,0,0,0,-9999,0,1,0,1,1,1,0,1,0,0,0,4,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,2,10,995,0,0,0,1,0,995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,995,1,1,7,1,0,0,0,0,0,0,0,0,1,2,995,1,995,1,995,995,995,995,995,995,5,4,4,4,3,1,3,1,1,4,4,1,4,5,2,1,0,0,0,0,0,0,0,1,Manhattan Core,995,2,2,0,0,2,0,0,0,2,0,5,995,0,995,0,0,995,6,6,2,0,0,0,0,1,0,1,6,2,0,0,0,0,0,0,1,1502.69082
1901959101,19019591,7,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,995,997,0,0,0,0,1,995,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,2,8,2,2,0,0,0,0,0,0,0,0,1,1,7,3,1,105,995,995,995,995,995,995,5,1,1,1,1,5,2,1,5,1,5,1,3,1,2,1,0,0,0,0,0,0,0,1,Southern Bronx,995,5,5,2,0,3,0,2,0,3,0,6,995,0,995,1,1,995,1,1,1,0,0,0,0,0,1,997,6,1,0,0,0,0,0,0,1,20253.181
